,missing_count,missing_percent,infinite_count,mean,median,std
EC_lig1_mid,0,0.0,0,20.288038752322837,16.764308463,9.382023863620363
IC_lig1_mid,0,0.0,0,50.31726946247505,51.453066785,11.626321215268542
mid_lig1_CT,0,0.0,0,32.230889679668245,24.121585709,14.940591319413505
mid_lig1_NT,0,0.0,0,29.52472623023359,27.904400845,9.342522946402111
TM1_EC_lig1_mid,0,0.0,0,22.201971372945135,19.798131553,9.90284971322241
TM2_EC_lig1_mid,0,0.0,0,19.885865247717586,17.923377416,10.865190137746382
TM3_EC_lig1_mid,0,0.0,0,23.447160348284488,19.726498853,10.096566429273265
TM4_EC_lig1_mid,0,0.0,0,19.32401023742885,16.208764327,10.417566732365168
TM5_EC_lig1_mid,0,0.0,0,20.302117740849337,17.906158996,10.094368761587548
TM6_EC_lig1_mid,0,0.0,0,19.32842663697322,16.967738859,9.643182668729766
TM7_EC_lig1_mid,0,0.0,0,17.52671968201389,15.727484637,10.356525996994671
TM1_IC_lig1_mid,0,0.0,0,48.8569090753438,49.110453836,11.226184897285094
TM2_IC_lig1_mid,0,0.0,0,46.95509964555933,46.940689588,11.80431726877555
TM3_IC_lig1_mid,0,0.0,0,50.20903629369346,51.107514007,11.961684652587318
TM4_IC_lig1_mid,0,0.0,0,48.39410248678741,48.383927641,11.03288203878667
TM5_IC_lig1_mid,0,0.0,0,58.88478776774402,59.906428528,13.298885760563053
TM6_IC_lig1_mid,0,0.0,0,55.76462752668009,57.926943869,13.938074981471186
TM7_IC_lig1_mid,0,0.0,0,43.15632344161493,43.797842595,11.023761576772365
TM1_mid_lig1_CT,0,0.0,0,33.10002231682808,26.219214812,14.580206723590523
TM2_mid_lig1_CT,0,0.0,0,30.94594438902366,22.922091948,15.704494425159883
TM3_mid_lig1_CT,0,0.0,0,30.86306689625457,21.640590817,15.772222194854873
TM4_mid_lig1_CT,0,0.0,0,34.12920121519922,27.101832007,13.92645042818584
TM5_mid_lig1_CT,0,0.0,0,35.3799263258924,28.87136665,15.095180957039554
TM6_mid_lig1_CT,0,0.0,0,34.254554463569576,26.841852587,15.71618198785711
TM7_mid_lig1_CT,0,0.0,0,26.94351215107266,21.335587846,15.834319616261038
TM1_mid_lig1_NT,0,0.0,0,30.015927528086618,27.682638086,10.409078829465562
TM2_mid_lig1_NT,0,0.0,0,28.69913875455905,26.488496339,9.776747789930898
TM3_mid_lig1_NT,0,0.0,0,28.732072370104973,26.473010164,9.59899711493743
TM4_mid_lig1_NT,0,0.0,0,32.546596082566936,30.121486905,8.643844467340376
TM5_mid_lig1_NT,0,0.0,0,32.50119353999213,31.745557581,9.529012630600729
TM6_mid_lig1_NT,0,0.0,0,30.723176972524936,28.864488484,9.910641216158766
TM7_mid_lig1_NT,0,0.0,0,23.454978363524422,21.445607276,10.485737542238738
totalCP,21,5.51,0,26.252777777777776,26.0,11.040315740486955
paeR_mean,21,5.51,0,8.232908379610278,6.5091137124,5.790544731953571
paeL_mean,21,5.51,0,10.715587683026115,10.03518518525,6.558028730928594
favorability_mean,21,5.51,0,0.17106442761694446,0.1685128519,0.06356780747503296
ligContacts_N-term,21,5.51,0,15.938888888888888,5.0,24.269646755497806
ligContacts_TM1,21,5.51,0,2.3361111111111112,1.0,5.012055259705209
ligContacts_ICL1,21,5.51,0,0.0,0.0,0.0
ligContacts_TM2,21,5.51,0,6.3694444444444445,6.0,4.08811848928334
ligContacts_ECL1,21,5.51,0,0.6083333333333333,0.0,0.9671124064374482
ligContacts_TM3,21,5.51,0,6.030555555555556,5.0,5.6938279365222435
ligContacts_ICL2,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
ligContacts_TM4,21,5.51,0,2.1333333333333333,2.0,2.3470481668455476
ligContacts_ECL2,21,5.51,0,5.280555555555556,6.0,3.6139099455296355
ligContacts_TM5,21,5.51,0,4.361111111111111,4.0,3.647815981664632
ligContacts_ICL3,21,5.51,0,0.0,0.0,0.0
ligContacts_TM6,21,5.51,0,7.3805555555555555,7.0,4.637519234322975
ligContacts_ECL3,21,5.51,0,0.0,0.0,0.0
ligContacts_TM7,21,5.51,0,11.88888888888889,11.0,7.24223829179109
ligContacts_H8,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
ligContacts_C-term,21,5.51,0,0.16111111111111112,0.0,2.2044874185865266
1.28_25_CP,21,5.51,0,0.16666666666666666,0.0,0.3731966854310385
1.29_33,21,5.51,0,0.041666666666666664,0.0,0.20010442956067948
1.30_37,21,5.51,0,0.027777777777777776,0.0,0.16456426996068782
1.31_39,21,5.51,0,0.16944444444444445,0.0,0.3756661266173904
1.32_43,21,5.51,0,0.11944444444444445,0.0,0.32476213231753986
1.33_45,21,5.51,0,0.019444444444444445,0.0,0.13827316318458951
1.34_45,21,5.51,0,0.008333333333333333,0.0,0.09103245617907073
1.35_48_CP,21,5.51,0,0.15555555555555556,0.0,0.36293790719844204
1.36_48,21,5.51,0,0.03611111111111111,0.0,0.18682626815386477
1.37_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
1.38_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121766
1.39_48_CP,21,5.51,0,0.25277777777777777,0.0,0.43520949465765696
1.40_48,21,5.51,0,0.0,0.0,0.0
1.41_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
1.42_48,21,5.51,0,0.0,0.0,0.0
1.43_48,21,5.51,0,0.0,0.0,0.0
1.44_48,21,5.51,0,0.0,0.0,0.0
1.45_48,21,5.51,0,0.0,0.0,0.0
1.46_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
1.47_48,21,5.51,0,0.0,0.0,0.0
1.48_48,21,5.51,0,0.0,0.0,0.0
1.49_48,21,5.51,0,0.0,0.0,0.0
1.50_48,21,5.51,0,0.0,0.0,0.0
1.51_48,21,5.51,0,0.0,0.0,0.0
1.52_48,21,5.51,0,0.0,0.0,0.0
1.53_48,21,5.51,0,0.0,0.0,0.0
1.54_48,21,5.51,0,0.0,0.0,0.0
1.55_48,21,5.51,0,0.0,0.0,0.0
1.56_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
1.57_48,21,5.51,0,0.0,0.0,0.0
1.58_48,21,5.51,0,0.0,0.0,0.0
1.59_47,21,5.51,0,0.0,0.0,0.0
1.60_47,21,5.51,0,0.0,0.0,0.0
2.37_42,21,5.51,0,0.0,0.0,0.0
2.38_45,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
2.39_47,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
2.40_48,21,5.51,0,0.0,0.0,0.0
2.41_48,21,5.51,0,0.0,0.0,0.0
2.42_48,21,5.51,0,0.0,0.0,0.0
2.43_48,21,5.51,0,0.0,0.0,0.0
2.44_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
2.45_48,21,5.51,0,0.0,0.0,0.0
2.46_48,21,5.51,0,0.0,0.0,0.0
2.47_47,21,5.51,0,0.0,0.0,0.0
2.48_48,21,5.51,0,0.0,0.0,0.0
2.49_48,21,5.51,0,0.0,0.0,0.0
2.50_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
2.51_48,21,5.51,0,0.0,0.0,0.0
2.52_48,21,5.51,0,0.0,0.0,0.0
2.53_48_CP,21,5.51,0,0.14722222222222223,0.0,0.35482045450699806
2.54_48,21,5.51,0,0.011111111111111112,0.0,0.1049679027152266
2.55_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
2.56_48_CP,21,5.51,0,0.09166666666666666,0.0,0.28895643569060714
2.57_48_CP,21,5.51,0,0.30833333333333335,0.0,0.46244776863843157
2.58_48,21,5.51,0,0.03333333333333333,0.0,0.17975532736438576
2.59_48_CP,21,5.51,0,0.06388888888888888,0.0,0.24489526813580595
2.60_48_CP,21,5.51,0,0.6666666666666666,1.0,0.47206061647498343
2.61_46_CP,21,5.51,0,0.3861111111111111,0.0,0.48753417294855755
2.62_44,21,5.51,0,0.025,0.0,0.15634224296693858
2.63_43_CP,21,5.51,0,0.4388888888888889,0.0,0.4969420572186931
2.64_40_CP,21,5.51,0,0.6527777777777778,1.0,0.4767497379094383
2.65_38,21,5.51,0,0.26944444444444443,0.0,0.4442886991118107
2.66_37,21,5.51,0,0.09166666666666666,0.0,0.2889564356906069
2.67_27,21,5.51,0,0.19722222222222222,0.0,0.3984553120696187
3.21_39_CP,21,5.51,0,0.09166666666666666,0.0,0.28895643569060697
3.22_43,21,5.51,0,0.075,0.0,0.26375792902839473
3.23_45,21,5.51,0,0.030555555555555555,0.0,0.1723497196816468
3.24_47,21,5.51,0,0.075,0.0,0.26375792902839473
3.25_48,21,5.51,0,0.25277777777777777,0.0,0.4352094946576575
3.26_48_CP,21,5.51,0,0.1111111111111111,0.0,0.3147070776499887
3.27_48,21,5.51,0,0.030555555555555555,0.0,0.17234971968164697
3.28_48_CP,21,5.51,0,0.38333333333333336,0.0,0.48687509051136035
3.29_48_CP,21,5.51,0,0.6972222222222222,1.0,0.46009936622739245
3.30_48_CP,21,5.51,0,0.08888888888888889,0.0,0.28497937938183615
3.31_48,21,5.51,0,0.03333333333333333,0.0,0.17975532736438574
3.32_48_CP,21,5.51,0,0.7111111111111111,1.0,0.4538770020873852
3.33_48_CP,21,5.51,0,0.5583333333333333,1.0,0.4972767062337362
3.34_48_CP,21,5.51,0,0.03611111111111111,0.0,0.18682626815386447
3.35_48,21,5.51,0,0.03333333333333333,0.0,0.17975532736438588
3.36_48_CP,21,5.51,0,0.4083333333333333,0.0,0.49220950314482065
3.37_48_CP,21,5.51,0,0.09444444444444444,0.0,0.2928530718569803
3.38_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
3.39_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
3.40_48_CP,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
3.41_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.42_48,21,5.51,0,0.0,0.0,0.0
3.43_48,21,5.51,0,0.0,0.0,0.0
3.44_48,21,5.51,0,0.0,0.0,0.0
3.45_48,21,5.51,0,0.0,0.0,0.0
3.46_48,21,5.51,0,0.0,0.0,0.0
3.47_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.48_48,21,5.51,0,0.0,0.0,0.0
3.49_48,21,5.51,0,0.0,0.0,0.0
3.50_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.51_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.52_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.53_48,21,5.51,0,0.0,0.0,0.0
3.54_48,21,5.51,0,0.0,0.0,0.0
3.55_46,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
3.56_42,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
4.38_42,21,5.51,0,0.0,0.0,0.0
4.39_43,21,5.51,0,0.0,0.0,0.0
4.40_44,21,5.51,0,0.0,0.0,0.0
4.41_48,21,5.51,0,0.0,0.0,0.0
4.42_48,21,5.51,0,0.0,0.0,0.0
4.43_48,21,5.51,0,0.0,0.0,0.0
4.44_48,21,5.51,0,0.0,0.0,0.0
4.45_48,21,5.51,0,0.0,0.0,0.0
4.46_48,21,5.51,0,0.0,0.0,0.0
4.47_48,21,5.51,0,0.0,0.0,0.0
4.48_48,21,5.51,0,0.0,0.0,0.0
4.49_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
4.50_48,21,5.51,0,0.0,0.0,0.0
4.51_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
4.52_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
4.53_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
4.54_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
4.55_48,21,5.51,0,0.0,0.0,0.0
4.56_48_CP,21,5.51,0,0.016666666666666666,0.0,0.12819727138270998
4.57_48_CP,21,5.51,0,0.08333333333333333,0.0,0.2767700693882768
4.58_48_CP,21,5.51,0,0.008333333333333333,0.0,0.0910324561790705
4.59_48_CP,21,5.51,0,0.022222222222222223,0.0,0.1476107036737481
4.60_48_CP,21,5.51,0,0.3527777777777778,0.0,0.47849934356163887
4.61_48_CP,21,5.51,0,0.08055555555555556,0.0,0.2725301286090968
4.62_48,21,5.51,0,0.027777777777777776,0.0,0.1645642699606885
4.63_46,21,5.51,0,0.09166666666666666,0.0,0.28895643569060686
4.64_37,21,5.51,0,0.5222222222222223,1.0,0.5002011356509196
5.33_21_CP,21,5.51,0,0.022222222222222223,0.0,0.14761070367374807
5.34_23,21,5.51,0,0.030555555555555555,0.0,0.17234971968164675
5.35_35_CP,21,5.51,0,0.5333333333333333,1.0,0.49958199797625846
5.36_40_CP,21,5.51,0,0.12222222222222222,0.0,0.3279981580822589
5.37_41_CP,21,5.51,0,0.03611111111111111,0.0,0.18682626815386447
5.38_44,21,5.51,0,0.2611111111111111,0.0,0.43985169555468157
5.39_47_CP,21,5.51,0,0.46944444444444444,0.0,0.4997600786184804
5.40_48_CP,21,5.51,0,0.125,0.0,0.3311792048697526
5.41_48,21,5.51,0,0.008333333333333333,0.0,0.09103245617907069
5.42_48,21,5.51,0,0.40555555555555556,0.0,0.49168260050034984
5.43_48_CP,21,5.51,0,0.11666666666666667,0.0,0.32146946726617864
5.44_48_CP,21,5.51,0,0.019444444444444445,0.0,0.1382731631845895
5.45_48,21,5.51,0,0.008333333333333333,0.0,0.09103245617907069
5.46_48_CP,21,5.51,0,0.13055555555555556,0.0,0.33738255519281973
5.47_48_CP,21,5.51,0,0.022222222222222223,0.0,0.14761070367374826
5.48_47,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
5.49_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
5.50_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947316
5.51_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
5.52_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121773
5.53_48,21,5.51,0,0.0,0.0,0.0
5.54_48,21,5.51,0,0.0,0.0,0.0
5.55_48,21,5.51,0,0.0,0.0,0.0
5.56_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
5.57_48,21,5.51,0,0.0,0.0,0.0
5.58_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
5.59_48,21,5.51,0,0.0,0.0,0.0
5.60_48,21,5.51,0,0.0,0.0,0.0
5.61_48,21,5.51,0,0.0,0.0,0.0
5.62_47,21,5.51,0,0.0,0.0,0.0
5.63_46,21,5.51,0,0.0,0.0,0.0
5.64_46,21,5.51,0,0.0,0.0,0.0
5.65_45,21,5.51,0,0.0,0.0,0.0
5.66_44,21,5.51,0,0.0,0.0,0.0
5.67_44,21,5.51,0,0.0,0.0,0.0
5.68_40,21,5.51,0,0.0,0.0,0.0
5.69_31,21,5.51,0,0.0,0.0,0.0
5.70_29,21,5.51,0,0.0,0.0,0.0
5.71_28,21,5.51,0,0.0,0.0,0.0
5.72_27,21,5.51,0,0.0,0.0,0.0
6.24_23,21,5.51,0,0.0,0.0,0.0
6.25_27,21,5.51,0,0.0,0.0,0.0
6.26_31,21,5.51,0,0.0,0.0,0.0
6.27_33,21,5.51,0,0.0,0.0,0.0
6.28_36,21,5.51,0,0.0,0.0,0.0
6.29_41,21,5.51,0,0.0,0.0,0.0
6.30_43,21,5.51,0,0.0,0.0,0.0
6.31_45,21,5.51,0,0.0,0.0,0.0
6.32_46,21,5.51,0,0.0,0.0,0.0
6.33_48,21,5.51,0,0.0,0.0,0.0
6.34_48,21,5.51,0,0.0,0.0,0.0
6.35_48,21,5.51,0,0.0,0.0,0.0
6.36_48,21,5.51,0,0.0,0.0,0.0
6.37_48,21,5.51,0,0.0,0.0,0.0
6.38_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
6.39_48,21,5.51,0,0.0,0.0,0.0
6.40_48,21,5.51,0,0.0,0.0,0.0
6.41_48,21,5.51,0,0.0,0.0,0.0
6.42_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
6.43_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
6.44_48_CP,21,5.51,0,0.002777777777777778,0.0,0.052704627669473
6.45_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121774
6.46_48,21,5.51,0,0.0,0.0,0.0
6.47_48,21,5.51,0,0.002777777777777778,0.0,0.052704627669473
6.48_48_CP,21,5.51,0,0.26666666666666666,0.0,0.4428321110212433
6.49_48,21,5.51,0,0.008333333333333333,0.0,0.09103245617907073
6.50_48,21,5.51,0,0.022222222222222223,0.0,0.14761070367374807
6.51_48_CP,21,5.51,0,0.7222222222222222,1.0,0.44852659505160414
6.52_47_CP,21,5.51,0,0.19166666666666668,0.0,0.3941600144505317
6.53_47,21,5.51,0,0.027777777777777776,0.0,0.1645642699606881
6.54_46_CP,21,5.51,0,0.3333333333333333,0.0,0.4720606164749836
6.55_44_CP,21,5.51,0,0.65,1.0,0.4776334418101156
6.56_44,21,5.51,0,0.14166666666666666,0.0,0.3491932604556289
6.57_43,21,5.51,0,0.1,0.0,0.30041753673650656
6.58_43_CP,21,5.51,0,0.6777777777777778,1.0,0.46797799576339527
6.59_40_CP,21,5.51,0,0.3527777777777778,0.0,0.4784993435616386
6.60_39,21,5.51,0,0.06666666666666667,0.0,0.2497909989881293
6.61_39_CP,21,5.51,0,0.3611111111111111,0.0,0.48099118748566705
7.30_23_CP,21,5.51,0,0.09166666666666666,0.0,0.28895643569060664
7.31_39_CP,21,5.51,0,0.4527777777777778,0.0,0.49845785080712646
7.32_45,21,5.51,0,0.7305555555555555,1.0,0.44428869911181096
7.33_46_CP,21,5.51,0,0.14166666666666666,0.0,0.349193260455629
7.34_47_CP,21,5.51,0,0.09166666666666666,0.0,0.28895643569060675
7.35_48_CP,21,5.51,0,0.8611111111111112,1.0,0.34631186757820337
7.36_48,21,5.51,0,0.5944444444444444,1.0,0.49168260050035073
7.37_48_CP,21,5.51,0,0.04722222222222222,0.0,0.21240906441783133
7.38_48_CP,21,5.51,0,0.10833333333333334,0.0,0.31123350601216454
7.39_48_CP,21,5.51,0,0.8333333333333334,1.0,0.37319668543103834
7.40_48,21,5.51,0,0.1361111111111111,0.0,0.34338376638720164
7.41_48_CP,21,5.51,0,0.019444444444444445,0.0,0.1382731631845894
7.42_48_CP,21,5.51,0,0.16111111111111112,0.0,0.3681450738762842
7.43_48,21,5.51,0,0.46944444444444444,0.0,0.4997600786184798
7.44_48,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
7.45_48,21,5.51,0,0.0,0.0,0.0
7.46_48,21,5.51,0,0.005555555555555556,0.0,0.07443171683121777
7.47_48,21,5.51,0,0.0,0.0,0.0
7.48_48,21,5.51,0,0.0,0.0,0.0
7.49_48,21,5.51,0,0.0,0.0,0.0
7.50_48,21,5.51,0,0.0,0.0,0.0
7.51_48,21,5.51,0,0.0,0.0,0.0
7.52_48,21,5.51,0,0.0,0.0,0.0
7.53_48,21,5.51,0,0.0,0.0,0.0
7.54_47,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
7.55_46,21,5.51,0,0.0,0.0,0.0
7.56_45,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
8.47_45,21,5.51,0,0.0,0.0,0.0
8.48_45,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
8.49_45,21,5.51,0,0.0,0.0,0.0
8.50_46,21,5.51,0,0.0,0.0,0.0
8.51_46,21,5.51,0,0.0,0.0,0.0
8.52_46,21,5.51,0,0.0,0.0,0.0
8.53_46,21,5.51,0,0.0,0.0,0.0
8.54_45,21,5.51,0,0.0,0.0,0.0
8.55_46,21,5.51,0,0.0,0.0,0.0
8.56_46,21,5.51,0,0.0,0.0,0.0
8.57_45,21,5.51,0,0.0,0.0,0.0
8.58_41,21,5.51,0,0.0,0.0,0.0
8.59_38,21,5.51,0,0.0,0.0,0.0
8.60_26,21,5.51,0,0.0,0.0,0.0
8.61_22,21,5.51,0,0.0,0.0,0.0
12.48_32,21,5.51,0,0.0,0.0,0.0
12.49_32,21,5.51,0,0.0,0.0,0.0
12.50_32,21,5.51,0,0.0,0.0,0.0
12.51_32,21,5.51,0,0.0,0.0,0.0
23.49_28,21,5.51,0,0.21666666666666667,0.0,0.4125469501431598
23.50_28,21,5.51,0,0.2833333333333333,0.0,0.4512440247985956
23.51_28,21,5.51,0,0.002777777777777778,0.0,0.052704627669473134
23.52_28,21,5.51,0,0.0,0.0,0.0
34.50_34,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
34.51_34,21,5.51,0,0.0,0.0,0.0
34.52_34,21,5.51,0,0.0,0.0,0.0
34.53_34,21,5.51,0,0.0,0.0,0.0
34.54_33,21,5.51,0,0.0,0.0,0.0
34.55_32,21,5.51,0,0.0,0.0,0.0
34.56_29,21,5.51,0,0.0,0.0,0.0
34.57_26,21,5.51,0,0.0,0.0,0.0
45.50_40,21,5.51,0,0.7194444444444444,1.0,0.44989596101217233
45.51_40,21,5.51,0,0.775,1.0,0.4181635137526744
45.52_40,21,5.51,0,0.7361111111111112,1.0,0.4413531849431774
C1_47,21,5.51,0,0.0,0.0,0.0
C2_46,21,5.51,0,0.0,0.0,0.0
C3_46,21,5.51,0,0.0,0.0,0.0
C4_46,21,5.51,0,0.0,0.0,0.0
C5_45,21,5.51,0,0.0,0.0,0.0
C6_45,21,5.51,0,0.0,0.0,0.0
C7_44,21,5.51,0,0.0,0.0,0.0
C8_43,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C9_42,21,5.51,0,0.0,0.0,0.0
C10_41,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C11_41,21,5.51,0,0.0,0.0,0.0
C12_41,21,5.51,0,0.0,0.0,0.0
C13_40,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C14_40,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C15_39,21,5.51,0,0.0,0.0,0.0
C16_39,21,5.51,0,0.0,0.0,0.0
C17_39,21,5.51,0,0.0,0.0,0.0
C18_38,21,5.51,0,0.0,0.0,0.0
C19_37,21,5.51,0,0.0,0.0,0.0
C20_36,21,5.51,0,0.0,0.0,0.0
C21_36,21,5.51,0,0.0,0.0,0.0
C22_35,21,5.51,0,0.0,0.0,0.0
C23_35,21,5.51,0,0.0,0.0,0.0
C24_34,21,5.51,0,0.0,0.0,0.0
C25_33,21,5.51,0,0.0,0.0,0.0
C26_32,21,5.51,0,0.0,0.0,0.0
C27_31,21,5.51,0,0.0,0.0,0.0
C28_31,21,5.51,0,0.0,0.0,0.0
C29_30,21,5.51,0,0.0,0.0,0.0
C30_29,21,5.51,0,0.0,0.0,0.0
C31_29,21,5.51,0,0.0,0.0,0.0
C32_29,21,5.51,0,0.0,0.0,0.0
C33_28,21,5.51,0,0.0,0.0,0.0
C34_27,21,5.51,0,0.0,0.0,0.0
C35_26,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C36_25,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C37_24,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C38_23,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C39_23,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C40_22,21,5.51,0,0.002777777777777778,0.0,0.05270462766947311
C41_21,21,5.51,0,0.0,0.0,0.0
N1_48,21,5.51,0,0.2388888888888889,0.0,0.42699818828771496
N2_45,21,5.51,0,0.2861111111111111,0.0,0.4525709767679415
N3_45,21,5.51,0,0.2916666666666667,0.0,0.45516228089535304
N4_44,21,5.51,0,0.37222222222222223,0.0,0.48406997302101257
N5_44,21,5.51,0,0.33055555555555555,0.0,0.47106791758451005
N6_44,21,5.51,0,0.3527777777777778,0.0,0.47849934356163915
N7_44,21,5.51,0,0.30833333333333335,0.0,0.4624477686384321
N8_44,21,5.51,0,0.2861111111111111,0.0,0.45257097676794156
N9_44,21,5.51,0,0.30833333333333335,0.0,0.46244776863843223
N10_43,21,5.51,0,0.2722222222222222,0.0,0.4457231682112606
N11_42,21,5.51,0,0.23055555555555557,0.0,0.4217746328504409
N12_42,21,5.51,0,0.2388888888888889,0.0,0.42699818828771535
N13_41,21,5.51,0,0.18888888888888888,0.0,0.3919651068673708
N14_41,21,5.51,0,0.14166666666666666,0.0,0.3491932604556291
N15_40,21,5.51,0,0.16666666666666666,0.0,0.37319668543103846
N16_40,21,5.51,0,0.16944444444444445,0.0,0.37566612661739046
N17_40,21,5.51,0,0.07777777777777778,0.0,0.2681943243341965
N18_39,21,5.51,0,0.11666666666666667,0.0,0.3214694672661786
N19_38,21,5.51,0,0.07777777777777778,0.0,0.2681943243341966
N20_38,21,5.51,0,0.08888888888888889,0.0,0.2849793793818345
N21_37,21,5.51,0,0.08611111111111111,0.0,0.28091848734745334
N22_36,21,5.51,0,0.08333333333333333,0.0,0.2767700693882766
N23_36,21,5.51,0,0.09444444444444444,0.0,0.29285307185698045
